,carat,cut,color,clarity,depth,table,x,y,z,price_predicted
3833,0.32,4,4,5,60.6,60.0,4.4,4.44,2.68,114.7109989328228
3834,0.91,5,5,2,62.2,56.0,6.17,6.14,3.83,4203.1511466692355
3835,0.39,5,6,5,62.3,54.4,4.66,4.69,2.91,1524.5007934014284
3836,1.3,4,3,2,60.4,61.0,7.09,7.04,4.27,6835.34451891159
3837,1.18,5,6,1,61.6,56.0,6.82,6.79,4.19,6371.813550046983
3838,1.7,3,5,4,60.8,60.0,7.65,7.68,4.66,11881.714161374346
3839,0.56,3,6,6,60.3,57.0,5.33,5.37,3.23,3231.5849564283417
3840,0.24,5,2,5,62.0,56.0,4.0,4.01,2.48,-1072.667273595459
3841,2.15,4,4,2,58.9,58.0,8.46,8.41,4.97,14624.008976862237
3842,1.17,3,3,3,59.6,62.0,6.88,6.82,4.08,6061.493064257069
3843,0.31,4,3,2,59.5,59.0,4.39,4.45,2.63,-1863.7062094446064
3844,1.71,4,1,3,62.9,58.0,7.64,7.58,4.79,10322.005146860954
3845,0.42,5,4,5,61.9,56.0,4.77,4.82,2.97,1148.5433523043994
3846,1.02,3,7,4,63.7,55.0,6.42,6.45,4.1,6546.173649510236
3847,1.2,3,6,4,60.7,59.0,6.79,6.86,4.14,7808.036717021087
3848,1.01,5,6,4,62.5,54.0,6.39,6.42,4.0,6448.802651987558
3849,0.32,5,4,2,62.2,53.0,4.4,4.44,2.75,-1300.914130096955
3850,0.5,4,6,4,60.5,60.0,5.09,5.13,3.09,1812.3331282866475
3851,1.23,2,7,1,63.7,58.0,6.79,6.72,4.3,6665.520984066639
3852,1.8,4,2,2,61.8,59.0,7.9,7.8,4.85,10909.02196326485
3853,1.51,5,3,4,62.5,56.0,7.37,7.33,4.57,9882.915057414813
3854,0.54,5,3,5,61.6,59.0,5.22,5.24,3.22,1883.191224157301
3855,0.3,5,4,6,62.7,57.0,4.32,4.26,2.69,617.7014575345311
3856,1.68,5,4,4,62.5,54.0,7.61,7.64,4.76,11696.473964575342
3857,0.77,5,7,4,61.3,56.0,5.87,5.9,3.61,4659.724388818757
3858,1.1,4,5,3,59.5,59.0,6.7,6.77,4.01,6241.114068857125
3859,0.76,3,4,4,61.1,57.0,5.84,5.95,3.6,3302.226909936775
3860,1.02,3,2,2,62.8,56.0,6.42,6.38,4.02,3900.0840591031556
3861,1.25,5,5,7,62.2,56.0,6.89,6.93,4.3,9808.646404794463
3862,0.33,4,2,5,61.1,59.0,4.44,4.47,2.72,-436.9848407168565
3863,0.5,5,3,3,62.2,53.0,5.06,5.14,3.17,484.53743395993206
3864,0.28,3,5,6,61.6,56.0,4.2,4.23,2.59,451.4648572282331
3865,0.31,3,3,6,62.6,56.0,4.33,4.36,2.72,75.50741613120408
3866,0.51,4,7,4,61.9,62.0,5.12,5.09,3.16,2219.984847025975
3867,1.55,5,6,6,62.5,55.0,7.38,7.4,4.62,12240.916406001188
3868,0.43,5,4,3,62.6,56.0,4.79,4.82,3.01,189.23555848865726
3869,0.77,3,3,5,62.2,57.0,5.81,5.86,3.63,3593.9020862961315
3870,0.9,2,5,2,64.2,62.0,6.0,6.08,3.88,3649.8608655679363
3871,1.71,5,1,5,62.1,55.0,7.73,7.65,4.78,11524.322500561344
3872,1.0,2,7,3,57.6,62.0,6.62,6.5,3.78,5691.706393803226
3873,0.52,3,6,3,62.8,57.0,5.09,5.13,3.21,1309.3426696849383
3874,0.31,5,3,4,61.9,55.0,4.38,4.35,2.7,-661.3888557442142
3875,0.33,4,4,4,61.3,59.0,4.46,4.44,2.73,-321.0082983368857
3876,1.51,1,6,4,65.0,58.0,7.06,7.12,4.61,10221.70117337052
3877,0.82,5,3,5,61.5,56.0,6.0,6.04,3.7,4343.528803894407
3878,1.04,2,1,3,64.2,58.0,6.42,6.34,4.1,4124.488074130513
3879,1.5,4,6,4,61.8,59.0,7.38,7.31,4.54,10599.253055919167
3880,2.02,3,3,4,62.7,58.0,7.96,8.01,5.01,14053.963499290747
3881,0.52,5,4,5,61.2,56.0,5.19,5.23,3.19,2027.2353450676528
3882,0.34,2,6,3,63.5,55.0,4.44,4.47,2.83,-427.44327789723957
3883,1.04,5,4,4,61.9,54.0,6.53,6.56,4.05,6072.845210890528
3884,1.54,4,2,3,61.8,57.0,7.43,7.37,4.57,9148.011278626427
3885,0.7,1,1,4,64.6,58.0,5.58,5.56,3.6,1505.3834346731655
3886,1.52,2,1,3,63.6,60.0,7.25,7.21,4.6,8342.209639394125
3887,1.1,4,6,2,60.7,58.0,6.77,6.65,4.07,6037.308091774094
3888,0.4,4,6,2,60.5,59.0,4.74,4.78,2.88,-113.53585756867324
3889,0.71,2,6,2,58.8,63.0,5.75,5.88,3.42,2300.1285987807587
3890,0.31,5,6,4,61.6,57.0,4.38,4.35,2.69,297.95870264479254
3891,0.37,4,6,4,63.0,58.0,4.58,4.53,2.87,670.0335376944195
3892,1.01,3,6,4,60.4,58.0,6.47,6.6,3.95,6138.521930770907
3893,0.57,3,2,3,61.1,61.0,5.34,5.37,3.27,469.55858821455604
3894,0.4,2,6,3,63.3,56.0,4.68,4.74,2.98,99.7719177607114
3895,0.36,5,6,4,62.1,55.0,4.54,4.58,2.83,737.3046990264183
3896,0.3,4,6,8,61.9,58.0,4.3,4.26,2.65,2149.303128944279
3897,1.01,5,5,2,60.5,57.0,6.49,6.53,3.94,5081.843139432487
3898,1.5,5,3,3,61.3,57.0,7.38,7.4,4.53,9271.457361592451
3899,0.57,3,5,5,63.2,56.0,5.27,5.31,3.34,2476.083139695631
3900,0.9,3,3,3,58.7,59.0,6.3,6.35,3.71,3689.0246837962895
3901,0.51,5,3,6,60.1,57.0,5.19,5.22,3.12,2143.172122874359
3902,0.27,3,6,6,61.7,58.0,4.12,4.15,2.55,683.3781774149102
3903,0.7,3,4,3,63.6,58.0,5.61,5.65,3.58,2251.4232177327885
3904,1.75,2,2,5,58.3,59.0,7.92,7.97,4.63,11730.160735304673
3905,1.0,1,6,3,57.4,62.0,6.54,6.59,3.77,5216.783513731898
3906,0.5,3,5,4,63.0,58.0,5.05,5.08,3.19,1337.4102482153194
3907,1.51,5,5,4,62.4,53.0,7.37,7.32,4.58,10522.480096340818
3908,1.2,2,4,4,65.2,56.0,6.61,6.67,4.33,7013.331317486756
3909,0.4,3,5,5,61.2,58.0,4.74,4.86,2.94,982.3067519981014
3910,0.71,5,3,5,62.1,55.0,5.68,5.72,3.54,3376.9676118548286
3911,0.43,5,4,5,61.3,57.0,4.88,4.85,2.98,1236.4125515807245
3912,0.31,5,5,4,62.6,57.0,4.29,4.33,2.7,-21.823816818209707
3913,0.43,3,5,5,62.2,61.0,4.75,4.83,2.98,1245.9143498270769
3914,0.53,5,1,5,61.4,55.2,5.2,5.22,3.2,1155.7569859549712
3915,0.76,3,2,3,62.0,56.0,5.81,5.84,3.61,2139.073374464735
3916,0.59,5,4,4,62.6,54.0,5.32,5.38,3.35,2118.7312434558935
3917,0.42,4,7,6,59.6,59.0,4.9,4.96,2.94,2476.3390466311157
3918,0.52,3,6,3,59.3,59.0,5.26,5.3,3.13,1309.3426696849383
3919,0.31,5,4,5,62.3,54.0,4.35,4.38,2.72,181.9821602648217
3920,0.72,5,6,3,62.0,57.0,5.72,5.66,3.53,3377.0073764280933
3921,0.72,4,4,3,60.8,58.0,5.8,5.74,3.51,2582.301976893763
3922,0.25,3,6,7,62.9,59.0,3.99,4.02,2.52,1031.2282754082935
3923,0.51,5,5,5,62.1,56.0,5.15,5.13,3.19,2259.14866525433
3924,1.51,4,2,5,60.0,58.0,7.51,7.45,4.49,9931.58067388952
3925,0.45,5,2,5,61.9,54.0,4.95,4.97,3.07,772.5859112073713
3926,1.75,4,4,5,59.6,60.0,7.9,7.76,4.67,12680.00649544733
3927,0.71,5,6,5,62.3,56.0,5.66,5.7,3.54,4336.315170243835
3928,0.59,5,5,4,60.2,57.0,5.48,5.44,3.29,2438.5137629188957
3929,1.15,3,5,3,62.5,59.0,6.62,6.69,4.16,6525.319704630423
3930,0.47,5,6,5,61.5,55.0,5.01,5.04,3.09,2227.4543876120315
3931,0.33,4,4,4,62.6,58.0,4.4,4.36,2.74,-321.0082983368857
3932,2.16,4,1,7,61.5,58.0,8.36,8.26,5.11,16370.473100479727
3933,0.3,2,3,3,63.7,56.0,4.2,4.22,2.68,-1738.2676333915479
3934,1.07,5,3,2,59.2,57.0,6.7,6.64,3.95,4969.493296164435
3935,1.6,4,2,4,60.2,58.0,7.63,7.56,4.57,10198.814970830414
3936,1.0,4,4,2,62.7,59.0,6.36,6.3,3.97,4519.051060084836
3937,1.5,3,3,5,60.7,58.0,7.35,7.42,4.48,10008.35363346787
3938,0.54,5,4,8,61.2,57.0,5.26,5.28,3.22,3773.739233258404
3939,0.41,5,5,6,61.4,56.0,4.81,4.76,2.94,1904.04516903711
3940,1.51,3,2,5,63.1,53.0,7.34,7.25,4.6,9776.440313281195
3941,0.51,5,6,3,61.7,55.0,5.13,5.17,3.18,1531.754191625263
3942,1.02,4,6,3,61.4,58.0,6.48,6.45,3.97,5857.942994109524
3943,0.31,2,2,5,63.9,55.0,4.28,4.3,2.74,-923.0039604861568
3944,0.41,3,5,7,61.4,58.0,4.76,4.78,2.93,2117.352944366494
3945,2.0,4,1,5,63.0,58.0,8.04,7.99,5.05,13917.388918966453
3946,0.78,5,2,4,60.9,57.0,5.92,5.97,3.62,3148.680990780069
3947,0.51,2,6,4,63.1,59.0,5.04,5.07,3.19,1589.9216063463227
3948,0.3,5,4,7,61.7,55.0,4.34,4.32,2.67,1141.2899540805647
3949,0.33,3,4,5,62.8,58.0,4.38,4.41,2.76,47.4398376008221
3950,0.76,5,3,6,61.0,56.0,5.85,5.91,3.59,4339.90210478249
3951,0.4,5,6,4,61.6,57.0,4.73,4.75,2.92,1088.78149613172
3952,0.53,4,4,3,61.0,59.0,5.25,5.21,3.19,912.7871906435848
3953,0.42,5,4,3,62.2,53.0,4.8,4.84,3.0,101.3663592123321
3954,0.35,3,2,4,61.7,57.0,4.52,4.56,2.8,-939.9752993185657
3955,0.5,4,4,5,62.5,60.0,5.08,5.06,3.17,1696.3565859066766
3956,1.01,3,6,3,61.0,56.0,6.47,6.54,3.97,5614.933434224873
3957,0.31,3,7,3,60.0,61.0,4.41,4.43,2.65,-216.12799565488876
3958,0.34,5,6,7,62.2,56.0,4.45,4.49,2.78,2132.33179011187
3959,0.43,5,7,3,62.5,55.0,4.83,4.8,3.01,1148.583116877664
3960,0.3,5,6,6,62.3,56.0,4.3,4.34,2.69,1257.2664964605356
3961,1.26,5,3,3,61.9,57.0,6.88,6.93,4.27,7162.596578960647
3962,0.32,5,7,4,62.6,55.0,4.39,4.37,2.74,705.61042138412
3963,1.01,4,4,2,62.4,58.0,6.38,6.41,3.99,4606.920259361161
3964,0.34,3,6,6,62.7,59.0,4.41,4.43,2.77,1298.4625723491863
3965,0.92,2,7,3,60.2,56.0,6.28,6.32,3.79,4988.752799592625
3966,1.01,3,5,4,63.8,55.0,6.31,6.38,4.05,5818.739411307904
3967,0.5,2,7,6,62.4,64.0,5.03,5.06,3.14,2869.011919625067
3968,0.73,5,7,3,62.4,53.0,5.82,5.79,3.62,3784.659095167419
3969,0.42,5,2,7,62.7,55.0,4.8,4.77,3.0,1556.1553064704622
3970,1.01,3,7,6,63.0,56.0,6.35,6.41,4.02,7505.481443325978
3971,0.59,3,5,8,59.9,63.0,5.44,5.47,3.27,4222.587027886382
3972,0.27,3,7,4,63.0,57.0,4.06,4.1,2.57,-44.01629621415577
3973,1.04,3,7,2,63.1,58.0,6.39,6.33,4.01,5674.735054970817
3974,0.75,4,6,2,63.0,58.0,5.78,5.71,3.62,2961.8861171027092
3975,0.61,2,5,2,62.5,65.0,5.36,5.29,3.33,1101.6540865545048
3976,0.9,2,5,3,61.3,60.0,6.13,6.18,3.77,4173.44936211397
3977,0.31,3,3,3,60.5,60.0,4.33,4.4,2.64,-1495.2580735068977
3978,1.01,1,7,2,64.7,57.0,6.31,6.27,4.07,5100.846735925192
3979,1.01,5,2,3,60.3,58.0,6.5,6.56,3.94,4646.084077589514
3980,1.0,3,2,5,63.3,55.0,6.39,6.34,4.03,5295.111150188608
3981,0.31,2,4,4,63.1,58.0,4.3,4.35,2.73,-807.0274181061859
3982,0.4,5,7,2,62.8,56.0,4.73,4.7,2.96,361.3870225026549
3983,1.01,4,3,7,60.5,57.0,6.55,6.48,3.94,6905.080222628329
3984,0.71,2,6,3,63.1,59.0,5.62,5.75,3.59,2823.7170953267923
3985,0.35,5,4,6,61.0,57.0,4.58,4.54,2.78,1057.0474539161569
3986,0.47,5,1,3,60.6,54.0,5.04,5.0,3.09,-418.6352027950479
3987,0.31,4,5,3,62.7,58.0,4.31,4.33,2.71,-700.5526739725674
3988,0.71,5,3,5,61.8,55.0,5.72,5.77,3.55,3376.9676118548286
3989,0.53,5,2,5,61.6,57.0,5.21,5.18,3.2,1475.5395054179735
3990,0.39,4,1,7,61.8,56.0,4.71,4.64,2.89,817.6248285701604
3991,0.31,5,3,5,62.1,54.0,4.3,4.37,2.69,-137.80035919818056
3992,0.3,5,4,6,60.9,57.0,4.35,4.32,2.64,617.7014575345311
3993,2.01,1,2,2,66.5,61.0,7.81,7.75,5.17,12288.854066242702
3994,0.41,3,2,3,63.3,60.0,4.71,4.64,2.96,-936.3486002066484
3995,1.22,4,6,4,62.2,55.0,6.91,6.85,4.28,8138.915476182063
3996,2.2,5,2,5,61.4,57.0,8.41,8.37,5.15,16149.695784564288
3997,2.0,3,1,3,62.2,59.0,7.92,7.97,4.94,12715.07156526606
3998,0.39,5,6,7,62.1,54.0,4.67,4.7,2.91,2571.6777864934957
3999,0.91,5,4,2,61.0,57.0,6.25,6.28,3.82,3883.368627206233
4000,1.01,2,3,3,60.3,64.0,6.5,6.53,3.93,4500.445515227542
4001,1.09,4,7,2,61.2,60.0,6.6,6.64,4.05,6269.221411960771
4002,0.53,5,7,4,60.2,57.0,5.24,5.26,3.16,2550.8636061869493
4003,1.24,4,6,2,60.8,57.0,6.98,6.94,4.23,7267.476881642646
4004,0.56,5,7,5,62.6,55.0,5.25,5.29,3.3,3338.05970056196
4005,0.59,5,7,4,60.9,57.0,5.42,5.48,3.32,3078.0788018449
4006,0.33,4,6,3,59.1,58.0,4.56,4.51,2.68,-205.03175595691482
4007,0.9,3,2,3,61.8,56.0,6.19,6.24,3.84,3369.2421643332873
4008,1.02,2,7,5,64.6,58.0,6.22,6.28,4.04,6914.6217854479455
4009,0.72,1,5,3,64.8,55.0,5.64,5.6,3.64,2436.663414531791
4010,0.52,5,6,4,61.0,57.0,5.21,5.19,3.17,2143.2118874476237
4011,0.32,5,2,7,62.0,55.3,4.39,4.42,2.73,677.4633137072105
4012,0.25,3,5,7,61.1,57.0,4.05,4.08,2.48,711.4457559452912
4013,0.72,3,4,8,63.3,54.0,5.64,5.73,3.6,5045.104099015609
4014,1.13,5,3,3,62.3,56.0,6.66,6.69,4.16,6020.296988368418
4015,1.01,4,2,3,62.8,58.0,6.4,6.34,4.0,4490.94371698119
4016,0.72,5,2,7,61.3,57.0,5.74,5.77,3.53,4192.231284760219
4017,1.54,5,2,4,60.2,59.0,7.52,7.57,4.54,9826.740135780785
4018,0.9,1,6,2,65.8,59.0,6.03,5.98,3.95,3814.5030244226127
4019,1.0,2,5,4,64.0,59.0,6.29,6.25,4.03,5575.729851423255
4020,0.39,3,6,2,59.1,56.0,4.76,4.82,2.83,-356.54541745332244
4021,0.5,5,5,6,62.2,54.0,5.09,5.11,3.17,2694.8679625240384
4022,1.18,5,4,7,61.1,57.0,6.78,6.84,4.16,8873.779490397183
4023,0.31,3,7,6,60.5,56.0,4.38,4.41,2.66,1354.637493983213
4024,1.06,4,3,3,61.0,58.0,6.61,6.57,4.02,5250.072232825818
4025,0.31,2,7,2,63.7,55.0,4.35,4.32,2.76,-894.8568528092474
4026,2.01,4,2,4,60.3,62.0,8.13,8.08,4.89,13801.452141159743
4027,0.3,3,4,3,62.8,56.0,4.28,4.32,2.7,-1263.3447533202207
4028,0.3,3,2,6,60.1,63.0,4.28,4.31,2.58,-332.1443026081233
4029,1.01,1,3,2,65.4,59.0,6.3,6.26,4.11,3821.7166580731828
4030,0.34,5,4,3,61.2,57.0,4.53,4.56,2.78,-601.5872349982692
4031,0.73,1,2,5,55.9,66.0,6.11,6.01,3.39,2612.362048511177
4032,0.72,5,2,5,60.7,57.0,5.78,5.81,3.51,3145.0542916681516
4033,0.31,5,6,4,62.0,55.0,4.37,4.34,2.7,297.95870264479254
4034,1.53,5,6,3,62.3,54.2,7.35,7.38,4.59,10494.412517810435
4035,0.25,3,6,6,61.9,59.0,3.99,4.02,2.48,507.63977886225985
4036,0.4,2,5,3,63.6,57.0,4.7,4.67,2.98,-220.01060170229084
4037,1.21,3,5,3,59.4,56.0,6.95,7.0,4.14,7052.534900288374
4038,1.0,4,6,2,60.4,60.0,6.49,6.46,3.91,5158.61609901084
4039,1.02,3,5,3,62.1,63.0,6.48,6.36,3.99,5383.020114038196
4040,0.71,2,5,2,64.5,55.6,5.58,5.61,3.6,1980.3460793177564
4041,0.41,3,5,6,62.9,54.0,4.7,4.74,2.97,1593.7644478204602
4042,1.5,4,6,2,62.7,56.0,7.38,7.33,4.61,9552.0760628271
4043,0.9,3,3,4,62.1,57.0,6.16,6.23,3.85,4212.613180342325
4044,0.36,5,6,3,61.6,56.0,4.56,4.59,2.82,213.7162024803847
4045,1.05,4,4,8,60.6,60.0,6.57,6.59,3.99,8099.928035742665
4046,0.34,5,4,4,61.0,57.0,4.48,4.5,2.74,-77.99873845223556
4047,1.18,4,6,2,62.5,60.0,6.74,6.7,4.2,6740.261685984693
4048,1.03,4,7,2,61.8,60.0,6.45,6.42,3.98,5742.006216302818
4049,0.32,5,4,4,62.4,55.0,4.36,4.39,2.73,-253.7371370048868
4050,1.08,5,6,6,61.0,56.0,6.64,6.67,4.06,8111.064040013904
4051,0.73,5,1,3,61.8,56.0,5.78,5.81,3.58,1865.9639783894072
4052,1.1,5,5,2,60.4,55.0,6.77,6.73,4.08,5872.665932919415
4053,1.72,4,2,6,62.7,58.0,7.6,7.54,4.75,12300.422355238383
4054,1.0,4,5,3,61.6,61.0,6.37,6.3,3.9,5362.4220760938715
4055,0.92,5,3,3,61.6,56.0,6.21,6.25,3.84,4175.04380356559
4056,0.75,5,6,3,61.4,56.0,5.83,5.89,3.6,3640.614974257067
4057,0.72,4,5,5,58.8,60.0,5.91,5.89,3.47,3949.2614894488343
4058,1.2,4,4,2,59.9,59.0,6.92,6.98,4.16,6276.435045611339
4059,0.61,5,5,6,61.8,55.0,5.43,5.47,3.37,3661.429154563615
4060,0.31,5,6,4,61.4,54.0,4.41,4.38,2.7,297.95870264479254
4061,0.52,3,5,6,58.9,60.0,5.23,5.3,3.1,2560.325639860039
4062,0.23,3,7,7,59.7,58.0,3.97,4.04,2.39,1175.2723963186454
4063,0.3,3,4,5,60.2,62.0,4.3,4.31,2.59,-216.16776022815338
4064,0.84,3,7,3,59.2,59.0,6.18,6.21,3.67,4440.939565990348
4065,0.77,5,6,2,62.1,56.0,5.84,5.86,3.63,3292.7648762636854
4066,2.14,4,5,2,58.2,61.0,8.5,8.45,4.93,14855.922297048915
4067,1.01,3,3,7,60.6,56.0,6.5,6.53,3.95,6749.939862020003
4068,0.35,4,6,3,59.7,60.0,4.58,4.53,2.72,-29.293357404264498
4069,1.5,4,2,6,60.2,58.0,7.5,7.34,4.47,10367.299971159226
4070,0.52,5,5,8,60.3,60.0,5.24,5.27,3.17,3917.783354168756
4071,1.19,5,3,5,62.5,54.0,6.78,6.82,4.25,7594.689177118438
4072,0.3,4,1,5,62.6,58.0,4.27,4.32,2.69,-1020.3749580088352
4073,0.53,4,6,3,61.8,60.0,5.21,5.18,3.21,1552.3522295695893
4074,0.91,5,7,6,62.0,54.0,6.2,6.25,3.86,6937.070171779376
4075,0.59,3,6,4,60.8,57.0,5.37,5.42,3.28,2448.01556116525
4076,2.01,3,3,1,58.1,63.0,8.3,8.19,4.79,12395.32881037632
4077,0.92,1,6,3,65.6,57.0,6.1,6.07,3.99,4513.829919521297
4078,0.8,5,4,4,62.2,56.0,5.94,5.87,3.67,3963.9844282587237
4079,1.42,4,5,2,59.7,57.0,7.33,7.3,4.37,8529.339949153496
4080,0.46,3,5,2,61.5,56.0,4.98,5.01,3.07,-61.243541982048555
4081,0.38,5,5,4,61.2,57.0,4.64,4.67,2.85,593.2605781160673
4082,0.93,4,3,4,60.3,61.0,6.39,6.25,3.81,4631.3611387796245
4083,1.2,3,2,4,61.7,59.0,6.83,6.88,4.23,6528.906639169078
4084,0.82,3,4,3,63.4,55.0,6.0,5.93,3.78,3305.8536090486887
4085,0.54,4,6,3,62.2,58.0,5.26,5.23,3.26,1640.2214288459145
4086,1.02,3,2,4,59.3,59.0,6.57,6.62,3.91,4947.261052195225
4087,0.4,5,5,4,60.6,55.0,4.82,4.78,2.91,768.9989766687177
4088,0.31,3,2,4,60.7,61.0,4.32,4.34,2.63,-1291.4520964238654
4089,0.72,5,4,5,61.2,57.0,5.76,5.79,3.53,3784.619330594158
4090,1.71,3,3,5,62.0,56.0,7.64,7.68,4.75,11853.6068182707
4091,1.61,3,6,3,62.3,57.0,7.43,7.47,4.64,10887.085390804388
4092,0.52,5,4,2,61.6,55.0,5.16,5.19,3.19,456.4698554295501
4093,0.5,5,5,6,62.1,58.0,5.07,5.11,3.16,2694.8679625240384
4094,0.72,4,3,3,62.5,57.0,5.73,5.67,3.56,2262.5194574307607
4095,0.46,3,6,3,59.3,63.0,5.09,5.02,3.0,782.1274740269882
4096,1.2,5,3,5,61.9,57.0,6.77,6.73,4.18,7682.558376394763
4097,0.3,3,7,3,63.4,54.0,4.31,4.27,2.72,-303.9971949312139
4098,0.41,2,5,3,63.9,56.0,4.68,4.74,3.01,-132.14140242596568
4099,1.51,4,3,3,58.0,59.0,7.57,7.54,4.38,9204.186200260456
4100,0.53,5,7,3,61.6,56.0,5.2,5.23,3.21,2027.2751096409156
4101,0.54,5,7,3,61.5,56.0,5.23,5.25,3.22,2115.1443089172426
4102,0.9,3,4,4,62.4,61.0,6.13,6.17,3.84,4532.395699805327
4103,1.05,5,6,6,62.4,56.0,6.49,6.52,4.06,7847.456442184926
4104,1.02,5,5,2,61.4,56.0,6.5,6.47,3.98,5169.712338708812
4105,1.15,4,4,2,62.7,58.0,6.71,6.69,4.2,5837.089049229713
4106,0.86,1,4,5,64.6,58.8,5.95,6.04,3.87,4394.22667802941
4107,0.54,5,4,5,61.3,57.0,5.25,5.28,3.23,2202.973743620303
4108,1.27,5,1,2,61.2,56.0,6.99,6.95,4.27,6087.312242764934
4109,0.7,3,4,4,63.3,56.0,5.59,5.66,3.56,2775.011714278822
4110,0.91,2,3,6,65.5,57.0,6.01,6.11,3.97,5192.519012102393
4111,0.39,5,6,5,62.3,57.0,4.67,4.64,2.9,1524.5007934014284
4112,0.41,4,5,6,62.4,58.0,4.76,4.7,2.95,1748.904808428786
4113,0.38,4,6,5,60.7,59.0,4.65,4.7,2.84,1281.4912335167792
4114,1.1,3,7,2,61.1,58.0,6.61,6.69,4.06,6201.95025062877
4115,0.5,2,3,7,63.5,58.0,4.98,5.03,3.18,2113.4703383190918
4116,0.24,3,6,6,62.1,59.0,3.95,4.0,2.47,419.7705795859347
4117,1.0,2,7,8,63.3,59.0,6.33,6.37,4.02,8309.648876533396
4118,1.88,3,2,4,62.2,57.0,7.79,7.86,4.87,12504.012189959192
4119,1.53,4,1,7,61.6,58.0,7.4,7.37,4.55,10834.713546071236
4120,2.11,4,1,2,60.7,60.0,8.27,8.2,5.0,13313.184621367926
4121,0.79,5,4,3,61.1,57.0,5.98,5.93,3.64,3352.526732436365
4122,1.0,5,4,3,62.4,56.0,6.41,6.34,3.98,5197.779917239193
4123,0.31,5,7,3,62.7,56.0,4.32,4.36,2.72,94.15272556176114
4124,0.4,3,6,7,61.2,61.0,4.7,4.74,2.89,2349.266264553171
4125,1.07,5,4,2,61.1,57.0,6.61,6.65,4.05,5289.275815627438
4126,0.3,4,3,5,62.3,58.0,4.26,4.28,2.66,-380.8099190828307
4127,1.01,4,7,2,58.0,60.0,6.58,6.53,3.8,5566.2678177501675
4128,0.71,3,3,2,61.8,58.0,5.67,5.73,3.52,1495.9214010000778
4129,0.51,4,4,2,60.8,59.0,5.2,5.19,3.16,213.46029554490087
4130,0.3,2,4,6,63.2,57.0,4.23,4.28,2.69,152.28037570955712
4131,0.75,5,6,4,62.0,56.0,5.82,5.85,3.62,4164.203470803101
4132,0.62,3,6,5,60.1,56.0,5.56,5.58,3.35,3235.211655540259
4133,0.41,2,6,3,63.9,58.0,4.72,4.7,3.01,187.64111703703657
4134,0.38,3,3,5,61.3,54.0,4.68,4.7,2.88,167.00331451944658
4135,1.4,4,7,5,62.8,58.0,7.17,7.07,4.47,10563.932079164953
4136,0.32,4,2,4,62.2,59.0,4.35,4.37,2.71,-1048.4425365392162
4137,0.91,4,3,4,61.8,60.0,6.22,6.18,3.83,4455.622740226974
4138,0.4,4,6,7,61.4,59.0,4.68,4.74,2.89,2504.406625161497
4139,1.52,3,7,2,59.1,58.0,7.45,7.48,4.41,9892.45662023443
4140,1.03,4,6,2,62.0,59.0,6.42,6.49,4.0,5422.223696839816
4141,0.57,3,6,2,58.8,57.3,5.42,5.46,3.21,1225.1001695205305
4142,0.59,3,6,4,61.7,60.0,5.36,5.4,3.32,2448.01556116525
4143,1.0,1,6,3,58.1,63.0,6.6,6.52,3.81,5216.783513731898
4144,1.01,4,3,4,61.6,59.0,6.45,6.47,3.98,5334.314732990226
4145,1.0,5,5,6,59.7,60.0,6.48,6.52,3.88,7088.327926340298
4146,0.41,3,5,2,60.8,58.0,4.78,4.83,2.92,-500.5895383636762
4147,1.12,3,4,1,61.2,63.0,6.68,6.59,4.05,4894.75259424638
4148,0.5,2,7,3,63.6,54.0,5.02,5.08,3.21,1298.2464299869662
4149,1.0,4,6,3,61.7,58.0,6.42,6.35,3.94,5682.204595556874
4150,0.81,3,4,5,62.6,55.0,5.92,5.97,3.72,4265.161402864434
4151,1.31,5,5,2,62.7,57.0,7.05,6.98,4.4,7717.919117722244
4152,1.43,3,4,4,62.2,58.0,7.15,7.18,4.46,9189.463261450563
4153,0.54,3,3,4,63.2,55.0,5.24,5.2,3.3,1049.3220063946173
4154,0.39,2,4,4,63.8,59.0,4.66,4.59,2.95,-104.07382389558461
4155,0.25,5,4,6,62.1,57.0,4.01,4.07,2.5,178.35546115290526
4156,0.31,5,7,3,62.4,53.0,4.33,4.35,2.71,94.15272556176114
4157,0.32,5,5,6,61.2,57.0,4.43,4.4,2.7,1113.2223755501836
4158,0.64,5,7,5,61.5,56.0,5.54,5.55,3.41,4041.0132947725633
4159,1.04,4,3,7,60.4,58.0,6.58,6.53,3.96,7168.687820457304
4160,0.37,5,3,4,61.7,55.0,4.64,4.67,2.87,-134.17366008626323
4161,0.7,4,4,2,60.0,60.0,5.69,5.65,3.51,1882.975081795079
4162,1.7,3,2,3,61.9,62.0,7.52,7.58,4.67,10398.778106439304
4163,1.02,4,4,6,62.2,60.0,6.39,6.43,3.99,6789.143444821622
4164,0.7,3,2,5,63.1,54.0,5.61,5.67,3.56,2659.0351718988513
4165,1.53,3,4,6,62.5,57.0,7.33,7.38,4.6,11115.332247305882
4166,0.95,2,7,2,56.5,61.0,6.53,6.5,3.68,4728.771900875567
4167,0.5,5,7,4,61.7,56.0,5.12,5.14,3.16,2287.2560083579756
4168,0.7,5,6,4,62.2,55.0,5.64,5.67,3.52,3724.8574744214766
4169,2.52,4,2,3,58.5,59.0,8.9,8.87,5.2,17759.1928077063
